"annee";"mois";"titre";"prix";"nb_pieces";"surface";"secteur";"adresse"
"2015";"7";" Appartement 4 etage ";"600000";"3";"72 m²";"toute_la_ville";"lot yasmina 5 tabriquet sale "
"2015";"7";" Appartement 61 m2 à Rabat Hay Nahda ";"500000";"3";"61 m²";"hay_nahda";"fadesa hay nahda 1 "
"2015";"7";" Appartement 60 m2 à Salé ";"300000";"4";"60 m²";"toute_la_ville";"à sidi moussa "
"2015";"7";" شقة محفضة بحي مولاي اسماعيل ";"390000";"3";"65 m²";"toute_la_ville";"شقة محفضة للبيع بحي مولاي اسماعيل "
"2015";"7";" Appartement 63 m2 à Salé ";"460000";"3";"63 m²";"toute_la_ville";"Av ATLAS GROUP ADDOHA AL KHAYR IMM 21 APPT 15 "
"2015";"7";" Appartement 196 m2 à Rabat Agdal ";"3500000";"5";"196 m²";"agdal";"Entre av"
"2015";"7";" Appartement 130 m2 à Salé ";"1300000";"7";"130 m²";"toute_la_ville";"Immeuble Doukkali 1 Avenue Lala Asmae Tabriquet "
"2015";"7";" Appartement 63 m2 à Temara Ain Atig ";"420000";"3";"63 m²";"ain_atig";"El Manzeh "
"2015";"7";" Appartement 72 m2 à Salé ";"520000";"3";"72 m²";"toute_la_ville";"tabriquet "
"2015";"7";" Appartement 65 m2 à Temara Wifak ";"800000";"2";"65 m²";"wifak";"wifac temara "
"2015";"7";" Appartement 100 M2 ";"1000000";"4";"100 m²";"toute_la_ville";"tabriket "
"2015";"7";" Appartement 93 m2 à Rabat ";"740000";"4";"93 m²";"autre_secteur";"Skhirat "
"2015";"7";" Appartement à Hay Riad ";"2900000";"5";"168 m²";"hay_riad";"Secteur 18 Hay Riad "
"2015";"7";" Sarroute ";"165000";"2";"60 m²";"hassan";"rue nador hassan "
"2015";"7";" Appartement 63 m2 à Salé ";"425000";"3";"63 m²";"toute_la_ville";"sala al jadida "
"2015";"7";" Appartement 149 m2 à Rabat Hay Riad ";"275000";"5";"149 m²";"hay_riad";"jnane souissi rabat "
"2015";"7";" Appt 64m 3 pieces bien ensoliée 3 voisins ";"4850000";"3";"2 m²";"toute_la_ville";"Salé"
"2015";"7";" Appartement 123 m2 à Rabat ";"1200000";"4";"123 m²";"autre_secteur";"Tamesna Marina d''or "
"2015";"7";" Appartement haut standing a résidence khaizourane ";"890000";"3";"137 m²";"centre_ville";"témara avenue tariq ibn zyad "
"2015";"7";" Appartement 97 m2 ";"700000";"4";"97 m²";"autre_secteur";"skhirat ain hayat 1 "
"2015";"7";" Appartement 105 m2 à Salé ";"960000";"1";"105 m²";"toute_la_ville";"diar "
"2015";"7";" Appartement 72 m2 à Salé ";"490000";"3";"72 m²";"toute_la_ville";"hda markaze hlib "
"2015";"7";" Appartement 65 m2 à Rabat Hay Nahda ";"560000";"3";"65 m²";"hay_nahda";"fadesa "
"2015";"7";" Appartement titré à Temara ";"760000";"3";"84 m²";"autre_secteur";"Temara Masrour 2 "
"2015";"7";" Appartement titré 84 m2 ";"760000";"3";"84 m²";"centre_ville";"Masrour 2 "
"2015";"7";" Appartement 68 m2 ";"420000";"2";"68 m²";"toute_la_ville";"avenu atlas "
"2015";"7";" Appartement 104 m2 à Salé ";"800000";"3";"104 m²";"toute_la_ville";"Med belhasan pres de l''ISTIA "
"2015";"7";" Appt 60 m2 a sale ";"480000";"3";"60 m²";"toute_la_ville";"a 3 min de carrefour "
"2015";"7";" Appartement 67 m2 ";"570000";"3";"67 m²";"taqaddoum";"Groupement roumane takaddoum "
"2015";"7";" Appartement 45 m2 à Rabat Yacoub El Mansour ";"260000";"2";"45 m²";"yacoub_el_mansour";"مجموعة الكواكب حي يعقىب المنصور "
"2015";"7";" Appartement 42 m2 à Temara Skikina ";"380000";"5";"42 m²";"skikina";"temara fouwarat rif 3 temara "
"2015";"7";" Appartement 90 m2 ";"800000";"4";"90 m²";"temara_plage";"Al khiam "
"2015";"7";" Appartement 90 m2 ";"800000";"4";"90 m²";"temara_plage";"Al khiam "
"2015";"7";" Projet abwab sale ";"270000";"3";"56 m²";"toute_la_ville";"Route kenitra "
"2015";"7";" Appartement 82 m2 à Skhirat ayn hayat ";"600000";"4";"82 m²";"kasbah";"skhirat ayn hayat "
"2015";"7";" Appartement 70 m2 à Skhirat Kasbah ";"480000";"3";"70 m²";"kasbah";"almostakbal ayn hayat 2 skhirat "
"2015";"7";" Appartement à hay chabab CYM Rabat ";"1200000";"3";"109 m²";"yacoub_el_mansour";"hay chabab "
"2015";"7";" Appartement 82 m2 à Temara ";"860000";"4";"82 m²";"autre_secteur";"chikh dawi "
"2015";"7";" Appartement 116 m2 à Rabat Youssoufia ";"940000";"4";"116 m²";"youssoufia";"hay al maouadda Rabat "
"2015";"7";" Appartement 96 m2 à Salé ANNONCE DE PROFESSIONNEL ";"900000";"4";"96 m²";"toute_la_ville";"- "
"2015";"7";" Appartement 83 m2 a hay chmaou ";"630000";"4";"83 m²";"toute_la_ville";"hay chmaou "
"2015";"7";" Appartement 63 m2 à 16 million ";"160000";"3";"63 m²";"autre_secteur";"HAY ABI REGREG douar doom "
"2015";"7";" Reservation Appartement 58m2 a salé ";"70000";"3";"58 m²";"toute_la_ville";"scte najah tranche lotissement bouchouk salé "
"2015";"7";" Appartement 73 m2 à alwifaq-temara ";"700000";"4";"73 m²";"autre_secteur";"wifaq temara "
"2015";"7";" Appartement 77 m2, 3 chambres à Temara ";"550000";"3";"77 m²";"autre_secteur";"Résidence Rif 2"
"2015";"7";" Appartement res yasmina ";"900000";"4";"87 m²";"toute_la_ville";"salé tabriquet "
"2015";"7";" Appartement 59 m2 à Salé ";"340000";"1";"59 m²";"toute_la_ville";"عمارة العنبر شقة 7 سعيد حجي "
"2015";"7";" Un bien immobilier en copropriété appt ";"640000";"3";"80 m²";"toute_la_ville";"Lot merzouka imm 6 appt 15 rte de kenitra "
"2015";"7";" Appartement de 81 m2 à Sala al jadida ";"580000";"3";"81 m²";"toute_la_ville";"av"
"2015";"7";" Appartement 73 m2 à Salé Tabriquet ";"740000";"3";"73 m²";"toute_la_ville";"av lalla amina tabriquet "
"2015";"7";" Appartement 64 m2 à Temara Riad Oulad Mtaa ";"750000";"3";"64 m²";"riad_oulad_mtaa";"- "
"2015";"7";" Appartement 74 m2 à Rabat Yacoub El Mansour ";"850000";"3";"74 m²";"yacoub_el_mansour";"hay sabah"
"2015";"7";" Appartement 2eme etage a ";"1300000";"3";"120 m²";"quartier_de_l_ocean";"avenue Al Mokawama rabat "
"2015";"7";" Appartement 51 m2 à Salé ";"350000";"2";"51 m²";"toute_la_ville";"avenue el atlas "
"2015";"7";" Réservation d'un appartement 65m ";"242500";"3";"65 m²";"toute_la_ville";"سيدي علال البحراوي "
"2015";"7";" Appartement 124 m2 à Rabat ";"1000000";"4";"124 m²";"autre_secteur";"hay elbarid "
"2015";"7";" Appartement 75 m2 à Rabat montazah Hay el Fath ";"980000";"3";"75 m²";"hay_el_fath";"- "
"2015";"7";" Appartement 45 m2 à Rabat Yacoub El Mansour ";"280000";"2";"45 m²";"yacoub_el_mansour";"مجموعة الكواكب حي يعقىب المنصور "
"2015";"7";" Appartement 151 m2 à Rabat Hassan ";"2000000";"9";"151 m²";"hassan";"25 Rue El Madina App"
"2015";"7";" Appartement 107M sala al jadida ";"800000";"3";"107 m²";"toute_la_ville";"sala al jadida "
"2015";"7";" Appartement 80 M sala al jadida ";"780000";"3";"80 m²";"toute_la_ville";"sala al jadida "
"2015";"7";" Appartement de standing à bouznika ANNONCE DE PROFESSIONNEL ";"2800000";"5";"173 m²";"autre_secteur";"- "
"2015";"7";" Appartement 50 m2 à Temara hay nahda ANNONCE DE PROFESSIONNEL ";"3800000";"2";"50 m²";"autre_secteur";"temara "
"2015";"7";" Appartement 78 m2 à Rabat Hassan ";"880000";"3";"78 m²";"hassan";"rue chaouen "
"2015";"7";" Appartement 118 m2 à Rabat Hay Nahda ";"1100000";"5";"118 m²";"hay_nahda";"fadessa proche hay nahda rabat "
"2015";"7";" Appartement 47 m2 à Rabat Massira ";"420000";"3";"47 m²";"massira";"شارع مولاي علي الشريف عمارة 20 "
"2015";"7";" Appartement 50 m2 à Rabat Hassan ";"700000";"2";"50 m²";"hassan";"a rabat centre ville av allal ben abdellah "
"2015";"7";" Appartement 83 m2 yousra et zarka chmaou ";"630000";"3";"83 m²";"toute_la_ville";"yousra et zarka "
"2015";"7";" Appt de 120 m à tabrikt ";"950000";"4";"120 m²";"toute_la_ville";"av lala asma imb 13"
"2015";"7";" Appartement 72 m2 à Salé ";"420000";"4";"72 m²";"toute_la_ville";"hay rahma sale "
"2015";"7";" Appartement 87 m2 à Salé ";"670000";"3";"87 m²";"toute_la_ville";"Quartier Said Hajji "
"2015";"7";" Appartement 63 m2 à Salé ";"460000";"2";"63 m²";"toute_la_ville";"avenu med v imm 15 apt 13 "
"2015";"7";" برطما 51 متر في سلا ";"400000";"2";"51 m²";"toute_la_ville";"سلا الجديدة مجموعة الصفاء "
"2015";"7";" Appartement 114 m2 à Skhirat ";"1824000";"2";"114 m²";"autre_secteur";"Skhirate Beach "
"2015";"7";" Appartement au rdc/124m2 ANNONCE DE PROFESSIONNEL ";"800000";"4";"124 m²";"wifak";"Wifak "
"2015";"7";" Appartement à wifak rdc 154 M2 ANNONCE DE PROFESSIONNEL ";"900000";"4";"154 m²";"wifak";"Wifak de temara "
"2015";"7";" Appartement 78 m2 à Rabat Hassan ";"880000";"3";"78 m²";"hassan";"Rue Sebta "
"2015";"7";" Appartement 137 m2 à Rabat Hay Riad ";"2900000";"4";"137 m²";"hay_riad";"- "
"2015";"7";" Appartement 74 m2 à Rabat Autre secteur ";"720000";"4";"74 m²";"autre_secteur";"Lot salah Eddine alwifak temara "
"2015";"7";" Appartement 80 m2 dans un bon quartier à Salé ";"600000";"7";"80 m²";"toute_la_ville";"- "
"2015";"7";" Appartement 52 m2 à Salé ANNONCE DE PROFESSIONNEL ";"250000";"3";"52 m²";"toute_la_ville";"Golf Mehdia "
"2015";"7";" Appartement en plein centre ";"1250000";"4";"93 m²";"diour_jamaa";"Cité Manar Av Hassan II Imm D App 22 "
"2015";"7";" Appartement 120 m2 à Rabat Hay Riad ";"960000";"3";"120 m²";"hay_riad";"Harhoura "
"2015";"7";" Appartement 58 m2 à Temara Ain Atig ";"378000";"3";"58 m²";"ain_atig";"Résidence AL MANZAH AIN ATIG TEMARA "
"2015";"7";" Appartement 142 m2 à Rabat Hay Nahda ";"1200000";"4";"142 m²";"hay_nahda";"- "
"2015";"7";" appartement 55 m2 ";"280000";"3";"55 m²";"toute_la_ville";"route kenitra abwab sale "
"2015";"7";" Appartement 73 m2 à Rabat Quartier de l'Océan ";"800000";"3";"73 m²";"quartier_de_l_ocean";"- "
"2015";"7";" Appartement 116 m2 à Salé ";"860000";"1";"116 m²";"toute_la_ville";"tabrikt hda tram "
"2015";"7";" Appartement 70 m2 ";"540000";"3";"70 m²";"toute_la_ville";"Kwas route kenitra "
"2015";"7";" Appartement 104 m2 à Salé ";"780000";"1";"104 m²";"toute_la_ville";"- "
"2015";"7";" Appartement 82 m2 pres de COCACOLA ";"580000";"3";"82 m²";"toute_la_ville";"hay chmaou SALE "
"2015";"7";" Appartement 90 m2 à Temara Temara Plage ";"800000";"4";"90 m²";"temara_plage";"Lot el khiam 05 "
"2015";"7";" Appartement au 2e Etage Temara ANNONCE DE PROFESSIONNEL ";"740000";"3";"81 m²";"abbadi";"Hay Abbadi "
"2015";"7";" Appartement 109 m2 à Salé ";"1100000";"5";"109 m²";"toute_la_ville";"- "
"2015";"7";" Appartement 84 m2 à haykarima Salé ";"760000";"4";"84 m²";"toute_la_ville";"Hay Karima"
"2015";"7";" Bon appart ";"550000";"5";"71 m²";"toute_la_ville";"sala jdida "
"2015";"7";" Appartement 60 m2 à Salé ";"460000";"1";"60 m²";"toute_la_ville";"onface ticnologie "
"2015";"7";" Appartement 3 ème etage prix chok ";"260000";"3";"56 m²";"toute_la_ville";"doha trik knitra "
"2015";"7";" Appartement 108 m2 à Salé ";"900000";"1";"108 m²";"toute_la_ville";"sonbola "
"2015";"7";" Appartement 81 m2 à Salé ";"560000";"2";"81 m²";"toute_la_ville";"sa3id hajji "
"2015";"7";" Appartement 56 m2 à Salé ";"420000";"1";"56 m²";"toute_la_ville";"sa3id hajji "
"2015";"7";" Appartement 60 m2 à Salé ";"360000";"1";"60 m²";"toute_la_ville";"char3 lraoui 9ourba markaz lhalib "
"2015";"7";" Appartement 60 m2 à Salé ";"250000";"1";"60 m²";"toute_la_ville";"ticnologie hda markaz lhalib "
"2015";"7";" Appartement 67 m2 à Salé ";"450000";"1";"67 m²";"toute_la_ville";"batana hda tram "
"2015";"7";" Appartement 80 m2 à Salé ";"500000";"1";"80 m²";"toute_la_ville";"batana hda tram "
"2015";"7";" Appartement 74 m2 à Rabat Agdal ";"1200000";"3";"74 m²";"agdal";"agdal Oqba "
"2015";"7";" Appartement 58 m2 à Salé (sala ljadida) ";"330000";"3";"58 m²";"toute_la_ville";"sala ljadida "
"2015";"7";" Appartement 72 m2 à Salé ";"490000";"3";"72 m²";"toute_la_ville";"amama markaze hlib "
"2015";"7";" Appartement 64 m à Sala Al Jadida ";"520000";"3";"64 m²";"toute_la_ville";"Sala Al Jadida "
"2015";"7";" Appartement 71 m2 à Salé ";"460000";"1";"71 m²";"toute_la_ville";"9ourb bab cha3fa "
"2015";"7";" Appartement 94 m2 à Salé ";"780000";"1";"94 m²";"toute_la_ville";"hda carfour "
"2015";"7";" Appartement 192 m2 à Salé ";"1400000";"1";"192 m²";"toute_la_ville";"hda carfour "
"2015";"7";" Appartement 61 m2 à Salé ";"460000";"1";"61 m²";"toute_la_ville";"sa3id haji "
"2015";"7";" Appartement 105 m2 à Salé ";"960000";"1";"105 m²";"toute_la_ville";"diyar hda tram "
"2015";"7";" Appartement 118 m2 à Salé ";"1000000";"1";"118 m²";"toute_la_ville";"l3iyadiya "
"2015";"7";" Appartement 150 m2 à Salé ";"1200000";"1";"150 m²";"toute_la_ville";"l3iyadiya "
"2015";"7";" Appartement 64 m2 à Rabat Hay el Fath ";"600000";"4";"64 m²";"hay_el_fath";"imm 211 "
"2015";"7";" Appartement 120 m2 à Rabat Hay Nahda Rce al Waha ";"2000000";"6";"120 m²";"hay_nahda";"hay nahda "
"2015";"7";" Appartement 73 m2 à Temara Maghreb Arabi ";"540000";"3";"73 m²";"maghreb_arabi";"Massira "
"2015";"7";" Appartement 84 m2 à Salé ";"580000";"4";"84 m²";"toute_la_ville";"50 Koutoubia 2 rue saousane "
"2015";"7";" Appartement 56 m2 à Salé ";"250000";"2";"56 m²";"toute_la_ville";"Hay Ennour"
"2015";"7";" Appartement 130 m2 à Salé ";"1500000";"4";"130 m²";"toute_la_ville";"Salé Said Hajji "
"2015";"7";" Appartement 131 m2 bien ensoleillé à Rabat Agdal ";"1220000";"4";"131 m²";"agdal";"prés des ministères "
"2015";"7";" Studios de 41m2 au bord de la mer ANNONCE DE PROFESSIONNEL ";"570000";"2";"41 m²";"autre_secteur";"Casablanca "
"2015";"7";" Appartement 106 m2 à Rabat Quartier de l'Océan ANNONCE DE PROFESSIONNEL ";"620000";"2";"106 m²";"quartier_de_l_ocean";"appartement de 106 m² a l''océan "
"2015";"7";" Appartement 170 m2 à Rabat Agdal ANNONCE DE PROFESSIONNEL ";"19500";"5";"170 m²";"agdal";"- "
"2015";"7";" Appartement 56 m2 à Salé ";"400000";"3";"56 m²";"toute_la_ville";"hay charaf adam 2 mekka N 2 CH MAOU SALé "
"2015";"7";" Appartement 68 m2 à Temara Maghreb Arabi ";"600000";"3";"68 m²";"maghreb_arabi";"Hay ELMaghrib ELAarabi Bloc C Imb 7 App15 Temara "
"2015";"7";" Appartement 44 m2 à Temara Wifak ";"320000";"1";"44 m²";"wifak";"apt 42 imb 10 lot nassim 2 temara wifak "
"2015";"7";" Appartement 60 m2 à tamesna ";"230000";"2";"60 m²";"autre_secteur";"Tamesna "
"2015";"7";" Appartement 86 m2 à Temara Centre Ville ";"900000";"3";"86 m²";"centre_ville";"appartement 86 m2 à temara centre ville "
"2015";"7";" Appartement 103 m2 à Rabat Diour Jamaa ";"1350000";"4";"103 m²";"diour_jamaa";"avenue Hassan 2 "
"2015";"7";" Appartement 70 m2 à Temara Wifak ";"670000";"3";"70 m²";"wifak";"- "
"2015";"7";" Appartement 90 m2 ";"860000";"1";"90 m²";"centre_ville";"temara center "
"2015";"7";" Appartement 100 m2 RDC à SIDI MOUSSA Salé ";"980000";"3";"100 m²";"toute_la_ville";"Lotissement Anssar SIDI MOUSSA SALE "
"2015";"7";" Appartement 83 m2 à Salé ";"540000";"3";"83 m²";"toute_la_ville";"Hay Chemaou "
"2015";"7";" Appartement 90 m2 à Temara Centre Ville ";"900000";"1";"90 m²";"centre_ville";"temara center "
"2015";"7";" Appartement 70 m2 à Salé ";"620000";"3";"70 m²";"toute_la_ville";"residance el ayyadia hors bab sebta salé "
"2015";"7";" Appartement 140 m2 à Rabat Diour Jamaa ";"1750000";"4";"140 m²";"diour_jamaa";"19rue dahomey "
"2015";"7";" Appartement 95 M diour jamaa ";"1100000";"4";"95 m²";"diour_jamaa";"enfance ait baha "
"2015";"7";" Appartement 63 m2 à Salé ";"410000";"3";"63 m²";"toute_la_ville";"av lalla meriem im 4 n 21 res doha alkheir "
"2015";"7";" Appartement 50 m2 à Salé ";"220000";"2";"50 m²";"toute_la_ville";"rue de harhoura n"
"2015";"7";" Appartement 70 m2 à ALWIFAQ- Temara ";"680000";"3";"70 m²";"autre_secteur";"ALWIFAQ- Temara "
"2015";"7";" Appartement 90 m2 ";"800000";"4";"90 m²";"toute_la_ville";"Kariat a cote de macro "
"2015";"7";" Appartement 60 m2 à Salé ";"350000";"3";"60 m²";"toute_la_ville";"- "
"2015";"7";" Appartement 65 m ";"700000";"3";"65 m²";"toute_la_ville";"Marché de gros Carrefour route de kenitra "
"2015";"7";" Bon appart ";"550000";"4";"71 m²";"toute_la_ville";"salajadida "
"2015";"7";" Appartement 57 m2 ";"60000";"3";"57 m²";"toute_la_ville";"Tabrikt"
"2015";"7";" Appartement 84 m2 à Temara Centre Ville ";"760000";"3";"84 m²";"centre_ville";"boulvard med 5 "
"2015";"7";" 50 m2 شقة ANNONCE DE PROFESSIONNEL ";"250000";"3";"50 m²";"toute_la_ville";"ضحى الحديقة "
"2015";"7";" Appartement 24 m2 à Rabat Quartier de l'Océan ";"260000";"1";"24 m²";"quartier_de_l_ocean";"avenue napoli "
"2015";"7";" Un magnifique Appartement duplex 160 m a rabat ";"1800000";"7";"160 m²";"hay_el_fath";"Résidence Massira 2 Rabat "
"2015";"7";" برطما 70 ";"560000";"3";"130 m²";"toute_la_ville";"برطما "
"2015";"7";" Apparemment 60 n'est pas titré ";"240000";"3";"53 m²";"toute_la_ville";"Rue oued amlil"
"2015";"7";" Appartement 120 m2 ";"1900000";"4";"120 m²";"agdal";"Bin lwidan "
"2015";"7";" Appartement à temara ";"580000";"3";"65 m²";"autre_secteur";"lot melouiya 2 temara "
"2015";"7";" Appartement 94 m2 à Salé ";"700000";"3";"94 m²";"toute_la_ville";"RES BOUSTANE IMM 20 HORS BAB CHAAFA SALé "
"2015";"7";" Appartement 89 m2 à Temara Wifak ";"950000";"4";"89 m²";"wifak";"Résidence Al Karama - Wifak 2 1er étage "
"2015";"7";" Appartement 80 m2 à Rabat Hassan ";"940000";"3";"80 m²";"hassan";"avenue moulay ismail "
"2015";"7";" Bon appart ";"550000";"5";"71 m²";"toute_la_ville";"sala jadida "
"2015";"7";" Appartement 90 m2 à Salé ";"960000";"4";"90 m²";"toute_la_ville";"- "
"2015";"7";" Appartement 90 m2 à Temara Massira ";"800000";"4";"90 m²";"massira";"imm 165 appt 8 massira 1 temara "
"2015";"7";" appartement de 4 pièces ";"1300000";"4";"94 m²";"hay_el_fath";"Résidence al boustane hay al fath "
"2015";"7";" Appartement finissons haute standing ";"1100000";"3";"2 m²";"toute_la_ville";"Lkwas route de kenitra "
"2015";"7";" Appartement 82 m2 à Salé ";"790000";"3";"82 m²";"toute_la_ville";"zahrat allymoune av tayeb el alaoui route kénitra "
"2015";"7";" Appartement 93 m2 à Salé ";"850000";"4";"93 m²";"toute_la_ville";"Salé Bettana "
"2015";"7";" Appartement 50 m2 à Salé ";"270000";"3";"50 m²";"toute_la_ville";"doha abouab sala "
"2015";"7";" Appartement 52 m2 ";"500000";"3";"52 m²";"massira";"Imm28 appt4 "
"2015";"7";" Appartement 64 m2 à Salé ";"240000";"3";"64 m²";"toute_la_ville";"mora tiknologie "
"2015";"7";" Appartement 60 m2 à Salé ";"360000";"1";"60 m²";"toute_la_ville";"chari3 alghawi "
"2015";"7";" Appartement 72 m2 à Salé ";"490000";"3";"72 m²";"toute_la_ville";"markaz hlib "
"2015";"7";" Appartement 105 m2 à Salé ";"960000";"1";"105 m²";"toute_la_ville";"diar hda tram "
"2015";"7";" Appartement à Salé ";"440000";"3";"62 m²";"toute_la_ville";"Lot ben omar"
"2015";"7";" Appartement 200 m2 à Rabat Agdal ANNONCE DE PROFESSIONNEL ";"3000000";"5";"200 m²";"agdal";"- "
"2015";"7";" Appartement Quartier Océan à Rabat ";"630000";"2";"63 m²";"quartier_de_l_ocean";"- "
"2015";"7";" Appartement Haut Standing110 m2 Temara ";"1100000";"2";"110 m²";"autre_secteur";"residence chemssi"
"2015";"7";" Appartement 57 m2 à Temara ";"360000";"3";"57 m²";"autre_secteur";"Tamesna résidence Annajah "
"2015";"7";" Réservation d'un appartement 65m ";"245000";"4";"65 m²";"toute_la_ville";"Sidi allal lbahraoui sale "
"2015";"7";" Appartement 72 m2 à Salé ";"590000";"2";"72 m²";"toute_la_ville";"résidence adam 2 hay chmaou "
"2015";"7";" Appartement 95 m2 à Salé ";"740000";"3";"95 m²";"toute_la_ville";"said hajji "
"2015";"7";" Appartement 85 m2 ";"550000";"4";"85 m²";"toute_la_ville";"Hay Linbiat "
"2015";"7";" Appartement 90 m2 à Rabat Diour Jamaa ";"860000";"3";"90 m²";"diour_jamaa";"Avenue Hassan II RABAT "
"2015";"7";" Appartement 147 m2 à Plage Des Nations Golf Resort ANNONCE DE PROFESSIONNEL ";"1890000";"3";"147 m²";"autre_secteur";"plage des nations a bouknadel "
"2015";"7";" Appartement 51 m2 à Salé al jadida ANNONCE DE PROFESSIONNEL ";"315000";"3";"51 m²";"toute_la_ville";"mamr chengit"
"2015";"7";" Appartement 67 m2 à Salé ";"480000";"2";"67 m²";"toute_la_ville";"Rés al mostakbal imm B2 appt 16 route de kenitra- "
"2015";"7";" APPARTEMENT 197 m2 à Plage Des Nations ANNONCE DE PROFESSIONNEL ";"2750000";"3";"197 m²";"autre_secteur";"plage des nations a bouknadel "
"2015";"7";" Appartement 49 m2 à Salé ";"260000";"4";"49 m²";"toute_la_ville";"abwab sala "
"2015";"7";" Appartement 72 m2 ";"540000";"3";"72 m²";"centre_ville";"HAY AL ALAOUIYINE "
"2015";"7";" Bel appartement de 106 m2 à Rabat Diour Jamaa ";"1400000";"5";"106 m²";"diour_jamaa";"Rue Dakar "
"2015";"7";" Appartement 57 m2 Habitable ";"420000";"3";"57 m²";"toute_la_ville";"Av"
"2015";"7";" Belle appartement 71 m2 ";"540000";"5";"71 m²";"toute_la_ville";"sala jadida "
"2015";"7";" Appartement 95 m2 à Rabat Hay Nahda ";"880000";"3";"95 m²";"hay_nahda";"Jnane Nahda "
"2015";"7";" Appartement 71 m2 à Salé ";"500000";"3";"71 m²";"toute_la_ville";"Tabriquet résidence 20 aout immeuble C7 "
"2015";"7";" Appartement à Témara ";"680000";"4";"90 m²";"nemsia";"lotissement Razoki El hachmia "
"2015";"7";" Appartement 92 m2 à Rabat Agdal ANNONCE DE PROFESSIONNEL ";"2000000";"2";"92 m²";"agdal";"- "
"2015";"7";" Appt a fadesa ";"790000";"5";"87 m²";"hay_nahda";"hay nahda fadessa "
"2015";"7";" Appartement 100 m2 à Rabat temara ANNONCE DE PROFESSIONNEL ";"1200000";"3";"100 m²";"autre_secteur";"wifak "
"2015";"7";" Apprêtment de 150m2 ";"860000";"3";"147 m²";"abbadi";"Temara "
"2015";"7";" Appartement 62 m2 à Temara Centre Ville ";"565000";"3";"62 m²";"centre_ville";"hay alouin rue meknes appartement 1 imm 7 temara "
"2015";"7";" Appartement 125 m2 à Temara ";"9000000";"2";"125 m²";"autre_secteur";"Rue Fouarat"
"2015";"7";" Appartement 60 m2 ";"950000";"2";"2 m²";"agdal";"- "
"2015";"7";" Acte de reservation appartement 60 m2 à ain atiq ";"250000";"3";"60 m²";"autre_secteur";"ain atik "
"2015";"7";" Appartement 50 m2 à Salé ";"2600000";"3";"50 m²";"toute_la_ville";"karia sale "
"2015";"7";" Appartement 74 m2 à Rabat Hassan ";"13000";"3";"74 m²";"hassan";"place piterie "
"2015";"7";" Appartement 82 m2 à Salé ";"800000";"2";"82 m²";"toute_la_ville";"- "
"2015";"7";" Appartement 69 m2 ";"560000";"3";"69 m²";"toute_la_ville";"Tabriquet "
"2015";"7";" Jolie appartement 71m2 hay salam ";"580000";"3";"71 m²";"toute_la_ville";"- "
"2015";"7";" Appartement 25 m2 à Rabat Médina de Rabat ";"500000";"1";"25 m²";"medina_de_rabat";"centre de ville "
"2015";"7";" Appartement 50 m2 à Rabat Médina de Rabat ";"700000";"2";"50 m²";"medina_de_rabat";"centre ville "
"2015";"7";" Appartement neuf 140m au temara ANNONCE DE PROFESSIONNEL ";"1120000";"5";"140 m²";"massira";"lfawarate "
"2015";"7";" Appartement 83 hay chmaou ";"630000";"3";"83 m²";"toute_la_ville";"hay chmaou "
"2015";"7";" Appartement spacieux et ensoleillé ";"1240000";"4";"138 m²";"toute_la_ville";"Tabriquet "
"2015";"7";" Appartement 64 m2 à Tamesna ";"260000";"3";"64 m²";"toute_la_ville";"Bloc21 grande marcher "
"2015";"7";" Appartement a tabriquet ";"430000";"3";"55 m²";"toute_la_ville";"Tabriquet "
"2015";"7";" Appartement de 91m2 avec une place au garage ";"850000";"4";"91 m²";"toute_la_ville";"Quartier Pépinière "
"2015";"7";" Appartements Neufs et Titrées ";"449000";"3";"70 m²";"autre_secteur";"- "
"2015";"7";" Appartement 61 m2 à Rabat Hay Nahda ";"500000";"3";"61 m²";"hay_nahda";"Jnane nahda hay nahda 1 rabat "
"2015";"7";" Appartamenr d'une bonne finition ";"850000";"4";"94 m²";"toute_la_ville";"Avenue allah el fassi Im 28 Appt 7 hay sallam sale "
"2015";"7";" Aprtemment 51 M2 ";"290000";"2";"51 m²";"toute_la_ville";"Abouab sale rout kinitra "
"2015";"7";" Ble appartement ";"630000";"3";"3 m²";"toute_la_ville";"rce ghita1 said haji "
"2015";"7";" Appartement 51 m2 à Salé ";"380000";"2";"51 m²";"toute_la_ville";"sala aljadida "
"2015";"7";" Appartement 60 m2 à Rabat ";"400000";"3";"60 m²";"autre_secteur";"quartier el filine benslimane "
"2015";"7";" Appartement 72 m2 à Salé ";"490000";"3";"72 m²";"toute_la_ville";"amama markaze hlib "
"2015";"7";" Appartement 60 m2 à Salé ";"360000";"1";"60 m²";"toute_la_ville";"chari3 alghawi "
"2015";"7";" Appartement 105 m2 à Salé ";"960000";"1";"105 m²";"toute_la_ville";"diar hda tram "
"2015";"7";" Appartements 70 m2 ANNONCE DE PROFESSIONNEL ";"380000";"3";"70 m²";"toute_la_ville";"Hay rahma "
"2015";"7";" Appartement 72 m2 à Salé ";"560000";"3";"72 m²";"toute_la_ville";"Bab Sebta "
"2015";"7";" Appartement 72 m2 a safae 4 ";"560000";"3";"72 m²";"toute_la_ville";"sale eljadida safae 4 hssaine "
"2015";"7";" Appartement 65 m2 à Rabat Hay Nahda ";"950000";"3";"65 m²";"hay_nahda";"Jnane Ennahda imm 17 "
