"annee";"mois";"titre";"prix";"nb_pieces";"surface";"secteur";"adresse"
"2015";"9";" Appartement 2 facades à Marjane al Ikhlass Tanger ";"240000";"3";"54 m²";"makhoukha";"Route de Tetouan VILLE DE TANGER "
"2015";"9";" Appartement 164m carrés rue Nador hamria Meknès ";"800000";"3";"164 m²";"hamria";"Imm 27 en face école prémaire Ibn Rochde hamria "
"2015";"9";" Appartement 114 m2 à Casablanca Sidi Maarouf ";"1200000";"4";"114 m²";"sidi_maarouf";"169"
"2015";"9";" Je vend appartement ";"1200000";"5";"177 m²";"ain_chock";"AIN CHOK al ossra "
"2015";"9";" Appartement 83 m2 à Tétouan Safir ";"550000";"3";"83 m²";"safir";"- "
"2015";"9";" Appartement 174 m2 ";"1150000";"7";"174 m²";"autre_secteur";"El majd Al awama "
"2015";"9";" شقة ممتازة بمنضرونا ";"11500";"2";"62 m²";"ain_chock";"حي منضرونا اقامة الصفا "
"2015";"9";" Appartement a Californie ";"16500000";"2";"111 m²";"californie";"Californie "
"2015";"9";" Appartement 108 m2 à Marrakech Mabrouka ANNONCE DE PROFESSIONNEL ";"970000";"3";"108 m²";"mabrouka";"hay mabrouka marrakech "
"2015";"9";" Appartement 54 m2 ";"300000";"3";"54 m²";"autre_secteur";"residence shems bouznika "
"2015";"9";" Appartement52 m ";"460000";"2";"52 m²";"oulfa";"resedence zinb 2etg "
"2015";"9";" Appartement 87 m2 à Meknès El Bassatine ";"430000";"4";"87 m²";"el_bassatine";"Saadate laayoune bassatine Meknes "
"2015";"9";" Appartement 110 m2 à Hay salam Salé ";"870000";"4";"110 m²";"toute_la_ville";"- "
"2015";"9";" Appartement 50 m2 ";"360000";"2";"46 m²";"ain_sebaâ";"Al wifaq Ain Sebaa "
"2015";"9";" Appartement 84 m2 à Casablanca Sbata ";"800000";"3";"84 m²";"sbata";"bouskoura "
"2015";"9";" Appartement 112 m2 à Kénitra Mimosas ";"820000";"3";"112 m²";"mimosas";"- "
"2015";"9";" Appartement 64 m2 à Marrakech Massira ";"440000";"4";"64 m²";"massira";"massira 3 sebou1 imm H 4eme etage "
"2015";"9";" Appartement 54 m2 à Marrakech M'Hamid ";"335000";"5";"54 m²";"m_hamid";"m''hamid 7 borj ezzaytoune "
"2015";"9";" Appartement Meuble a vendre a Agadir ";"450000";"3";"60 m²";"hay_mohammadi";"Residence Edoha Esaada "
"2015";"9";" Appartement 82 m2 ";"600000";"3";"82 m²";"hay_lazaret";"Boulevard allal lfassi bloc26 n6 "
"2015";"9";" Appartement doha dl3awama ANNONCE DE PROFESSIONNEL ";"270000";"1";"52 m²";"autre_secteur";"3awama "
"2015";"9";" Appartement 59 m2 à Mohammedia ";"250000";"10";"59 m²";"autre_secteur";"bab DARNA "
"2015";"9";" Appartement ";"230000";"3";"55 m²";"autre_secteur";"doha golf "
"2015";"9";" Appartement meublé avec piscine ";"250000";"2";"68 m²";"autre_secteur";"grand casablanca californie taddarte "
"2015";"9";" Appartement 111 m2 à Rabat Agdal ";"1900000";"3";"111 m²";"agdal";"agdal "
"2015";"9";" Appartement 58 m2 H.S à Sidi Rehal ANNONCE DE PROFESSIONNEL ";"394400";"3";"58 m²";"sidi_rehal";"36 rue d''agadir 1ère étage bureau n"
"2015";"9";" Appartement 110 m2 à Casablanca Oulfa ";"1100000";"5";"110 m²";"oulfa";"- "
"2015";"9";" Appartement 54 m2 à Casablanca Aïn Sebaâ ";"2000";"2";"54 m²";"ain_sebaâ";"résidence al amane "
"2015";"9";" Appartement 116 m2 à Marrakech Guéliz ANNONCE DE PROFESSIONNEL ";"1640000";"3";"116 m²";"gueliz";"En face Hôtel TICHKA "
"2015";"9";" Appart h.s pres d'ola blanca sidi rehal ANNONCE DE PROFESSIONNEL ";"523600";"4";"77 m²";"sidi_rehal";"36 rue d''agadir 1ère étage bureau n"
"2015";"9";" Appartement 4 pièces à Hay el Fath ";"1270000";"4";"96 m²";"hay_el_fath";"Résidence al boustane "
"2015";"9";" Appartement 167 m2 à Casablanca Maarif ";"2288000";"4";"167 m²";"maarif";"92"
"2015";"9";" Appartement H.S 77m2 à Sidi Rehal pieds dans l'eau ANNONCE DE PROFESSIONNEL ";"523600";"4";"77 m²";"sidi_rehal";"36 rue d''agadir 1ère étage bureau n"
"2015";"9";" Appartement 50 m2 à Casablanca Aïn Sebaâ ";"400000";"3";"50 m²";"ain_sebaâ";"al aman "
"2015";"9";" Appartement 66 m2 à Casablanca Aïn Sebaâ ";"660000";"3";"66 m²";"ain_sebaâ";"Hay chabab ain sbaa casa "
"2015";"9";" Appartement haut standing programme Prestigia ";"1250000";"3";"96 m²";"toute_la_ville";"salé "
"2015";"9";" Appartement 60 m2 à Marrakech Mabrouka ";"460000";"3";"60 m²";"mabrouka";"Résidence NAJD "
"2015";"9";" Appartement 71m2 ";"440000";"3";"71 m²";"autre_secteur";"najmat aljanoub eljadida "
"2015";"9";" Appartement à vendre ANNONCE DE PROFESSIONNEL ";"560000";"2";"42 m²";"majorelle";"majorelle "
"2015";"9";" Appartement hauts qualité à Casablanca Californie ";"2040000";"2";"120 m²";"californie";"grand casablanca californie taddart "
"2015";"9";" Appartement 69 m2 à Mohammedia ";"250000";"2";"69 m²";"autre_secteur";"Grand Casablanca- mohammedia-louizia "
"2015";"9";" Appartement 97 m2 Quartier des Hôpitaux ";"1450000";"2";"97 m²";"quartier_des_hopitaux";"- "
"2015";"9";" Appartement 63 m2 à Casablanca Sidi Moumen ANNONCE DE PROFESSIONNEL ";"340000";"3";"63 m²";"sidi_moumen";"anassi "
"2015";"9";" Appartement 65 m2 à Casablanca Hay Moulay Rachid ANNONCE DE PROFESSIONNEL ";"480000";"3";"65 m²";"hay_moulay_rachid";"hilal sakan hay sadri pres av mohammed bouzian "
"2015";"9";" Appartement 69 m2 à Mohammedia ";"250000";"2";"69 m²";"autre_secteur";"Grand Casablanca- mohammedia-louizia "
"2015";"9";" Appartement 150 m2 à Casablanca Californie ";"17000";"2";"150 m²";"californie";"californie rout al9ods casa nerchoure Casablanca "
"2015";"9";" Appartement 66 m2 à Casablanca Sidi Maarouf ";"640000";"3";"66 m²";"sidi_maarouf";"lot"
"2015";"9";" Appartement 68 m2 à Mohammedia ";"250000";"2";"68 m²";"autre_secteur";"Grand Casablanca- mohammedia-louizia "
"2015";"9";" Appart H.S de 79m2 à Sidi Rehal près d'OLA BLANCA ANNONCE DE PROFESSIONNEL ";"537200";"4";"79 m²";"sidi_rehal";"36 rue d''agadir 1ère étage bureau n"
"2015";"9";" Appartement 110 m2 à Fès Mont fleuri 2 ";"500000";"3";"110 m²";"mont_fleuri";"monfleuri2 fes "
"2015";"9";" Vente d'appartement ";"730000";"2";"89 m²";"hay_salam";"- "
"2015";"9";" Appartement 187 m2 à Casablanca Beauséjour ANNONCE DE PROFESSIONNEL ";"3340000";"3";"187 m²";"beausejour";"- "
"2015";"9";" Appartement 56 m2 à Casablanca Sidi Moumen ";"450000";"3";"56 m²";"sidi_moumen";"Résidence Chaymae "
"2015";"9";" Appartement 77 m2 à Casablanca Belvédère ";"860000";"2";"77 m²";"belvedere";"- "
"2015";"9";" Appartement 65 m2 ANNONCE DE PROFESSIONNEL ";"250000";"2";"65 m²";"autre_secteur";"Mohammedia Louizia"
"2015";"9";" Appartement a Californie 87 M2 ";"1479000";"2";"87 m²";"californie";"grand casablanca californie taddarte "
"2015";"9";" À vendre ";"600000";"3";"72 m²";"toute_la_ville";"H"
"2015";"9";" Appartement à californie avec ascenseur ";"2210000";"2";"130 m²";"autre_secteur";"grand casablanca californie taddart "
"2015";"9";" Appartement 150 m2 à Casablanca Californie ";"2550000";"2";"150 m²";"californie";"grand casablanca californie taddarte "
"2015";"9";" Appartement 64 m2 à Casablanca Hay Mohammadi ";"480000";"2";"64 m²";"hay_mohammadi";"dyour chaâbi pres dyour lamane "
"2015";"9";" Appartement 84 m2 à Fès Mont fleuri 2 ";"440000";"2";"84 m²";"mont_fleuri";"monfleuri2 fes "
"2015";"9";" Appartement 65 m2 à Mohammedia + parking ANNONCE DE PROFESSIONNEL ";"250000";"2";"65 m²";"autre_secteur";"Mohammedia Louizia"
"2015";"9";" Appartement 67 m2 à Casablanca Aïn Borja ";"720000";"3";"67 m²";"ain_borja";"Res Salam Dd Ben Tachfine "
"2015";"9";" Appartement 65 m2 à Mohammedia+piscine ANNONCE DE PROFESSIONNEL ";"250000";"2";"65 m²";"autre_secteur";"Mohammedia Louizia"
"2015";"9";" Appartement 81 m2 à Casablanca Bourgogne ANNONCE DE PROFESSIONNEL ";"1620000";"2";"81 m²";"bourgogne";"Quartier bourgogne rue tan tan en-face salle vita "
"2015";"9";" Appartement de luxe ";"17000";"3";"156 m²";"californie";"californie rout al9ods casa nerchoure Casablanca "
"2015";"9";" Vente réservation Appartement 51 m2 dar bouazza ";"2500000";"3";"51 m²";"dar_bouazza";"faddaat al mohit "
"2015";"9";" Appartement 65 m2 à Mohammedia Wafa ";"970000";"1";"65 m²";"wafa";"residence parc plaza 1 mohamedia "
"2015";"9";" Appartement 169 m2 à Casablanca Alsace Lorraine ";"2197000";"6";"169 m²";"alsace_lorraine";"zerktouni rue banafssej "
"2015";"9";" Appartement 86 m2 à Casablanca Sidi Othmane ";"925000";"3";"86 m²";"sidi_othmane";"- "
"2015";"9";" Appartement 92 m2 à Fès Mont fleuri 2 ";"440000";"3";"92 m²";"mont_fleuri";"route d''immouzar "
"2015";"9";" Appartement 127 m2 à Casablanca Bourgogne ";"1900000";"4";"127 m²";"bourgogne";"bld zarktouni "
"2015";"9";" Appartement 60 m2 à Marrakech Es Saada ";"360000";"3";"60 m²";"es_saada";"essada a cote mosque "
"2015";"9";" Appartement 66 m2 à Temara Skikina ";"530000";"2";"66 m²";"skikina";"Temara Skikina "
"2015";"9";" Appartement a hay essalam el oulfa ";"500000";"5";"60 m²";"hay_hassani";"hay essalam 2 "
"2015";"9";" Appartement 110 m2 à Rabat Agdal ";"1870000";"3";"110 m²";"agdal";"agdal "
"2015";"9";" Appartement 252 m2 à Marrakech Av Mohammed VI ";"12000";"2";"252 m²";"av_mohammed_vi";"avenue mohamed 6 prestigia "
"2015";"9";" Appartement 81 m2 à Tétouan ";"500000";"4";"81 m²";"autre_secteur";"tahami el ouazzani "
"2015";"9";" Appartement 679 m2 piscine jardin à Ain Diab ";"7500000";"6";"679 m²";"ain_diab";"Résidence fermée l''Orée du Parc Ain Diab "
"2015";"9";" Appartement économique avec piscine ";"250000";"2";"68 m²";"autre_secteur";"mohammedia route louizia "
"2015";"9";" شقة بمشروع الهراويين الجديد ";"350000";"2";"80 m²";"tit_mellil";"مشروع الهراويين الجديد العمران قرب مقبرة الغفران "
"2015";"9";" Apprt ensoleillé près du tramway 80m2 ";"450000";"3";"80 m²";"sidi_moumen";"hay tacharouk"
"2015";"9";" Appartement à benjdia ";"1500000";"5";"126 m²";"fonciere";"- "
"2015";"9";" 2 appartement au complex zemmouri 4 ";"340000";"2";"61 m²";"ziatene";"zemmouri 4 "
"2015";"9";" Complexe Les Jardins de Cabo App 54m2 à Cabo negro ANNONCE DE PROFESSIONNEL ";"810000";"2";"54 m²";"cabo_negro";"Complexe Les Jardins de Cabo "
"2015";"9";" Complexe Les Jardins de cabo App 44 m2 Cabo negro ANNONCE DE PROFESSIONNEL ";"740000";"1";"44 m²";"cabo_negro";"Complexe Les Jardins de cabo "
"2015";"9";" Complexe Les Jardins de cabo App 125m2 Cabo negro ANNONCE DE PROFESSIONNEL ";"1700000";"3";"125 m²";"cabo_negro";"Complexe Les Jardins de cabo "
"2015";"9";" Appartement 97 m2 à Fès ";"790000";"3";"97 m²";"autre_secteur";"Coté Café Marbella "
"2015";"9";" Appartement 128 m2 à Tétouan ";"1100000";"5";"128 m²";"autre_secteur";"La Wilaya "
"2015";"9";" Appartement 100 m2 à IMZOUREN ";"420000";"6";"100 m²";"toute_la_ville";"Appartement 100 m2 à IMZOUREN "
"2015";"9";" Appartement économique a mohammedia ";"250000";"2";"69 m²";"autre_secteur";"mohammedia route louizia "
"2015";"9";" Appartement 66 m2 à Mohammedia ";"250000";"2";"66 m²";"autre_secteur";"mohammedia route louizia "
"2015";"9";" Appartement 1er ETAGE 56 m2 Aïn Sebaâ ";"400000";"3";"56 m²";"ain_sebaâ";"- "
"2015";"9";" Appartement à Côté du tramway ensoleillé 80m ";"450000";"3";"80 m²";"sidi_moumen";"hay tacharouk"
"2015";"9";" Appartement 70 m2 à Casablanca Aïn Borja ";"720000";"3";"70 m²";"ain_borja";"Emil brunet BEN TACHFIN "
"2015";"9";" Appartement 25 m2 à Rabat Hassan ";"700000";"1";"25 m²";"hassan";"A coté de l''ambassade d''egypte "
"2015";"9";" Un appartement titré al jami3 tranche 1 ";"300000";"2";"60 m²";"ziatene";"el jami3 tranche 1 "
"2015";"9";" Appartement 47 m2 à Temara Ain Atig ";"350000";"2";"47 m²";"ain_atig";"Hay Promo sud "
"2015";"9";" Appartement 61 m2 à Temara Wifak ";"560000";"3";"61 m²";"wifak";"résidence harhoura immeuble 13 n"
"2015";"9";" Appartement à Mohammedia avec piscine ";"250000";"2";"65 m²";"autre_secteur";"mohammedia route louizia "
"2015";"9";" Appartement 100 m2 ";"390000";"5";"100 m²";"hay_lazaret";"Hda lamssalla sidi yahya "
"2015";"9";" Appartement 127 m2 à Fès Hay Saada ";"1000000";"5";"127 m²";"hay_saada";"anas 1 route ain smen "
"2015";"9";" Appartement 71 m2 à El Jadida Saada ";"480000";"4";"71 m²";"saada";"najmat janoub 3 el jaddida"
"2015";"9";" Appartement 110 m2 à Fès Saies ";"600000";"3";"110 m²";"saies";"45jbel zalagh 2 narjiss c "
"2015";"9";" Appartement meublé avec piscine 67 M2 ";"250000";"2";"67 m²";"autre_secteur";"mohammedia route louizia "
"2015";"9";" Appartement à Marrakech ANNONCE DE PROFESSIONNEL ";"335000";"3";"58 m²";"m_hamid";"chkili baradi 2 mhamid "
"2015";"9";" Appartements à TANGER ANNONCE DE PROFESSIONNEL ";"420000";"1";"45 m²";"autre_secteur";"- "
"2015";"9";" Appartement +ascenceur ANNONCE DE PROFESSIONNEL ";"1848000";"2";"112 m²";"californie";"californie "
"2015";"9";" برطمة 64 متر مصلوحة الضحى المحاميد مراكش ";"300000";"3";"64 m²";"m_hamid";"الضحى المحاميد قرب سوق الخضرة "
"2015";"9";" Appartement 154 m2 à El Jadida Centre ";"1500000";"5";"154 m²";"centre";"- "
"2015";"9";" Appartement 70 m2 à Mohammedia ";"250000";"2";"70 m²";"autre_secteur";"mohammedia route louizia "
"2015";"9";" Appartement 103 m2 à Casablanca Californie ANNONCE DE PROFESSIONNEL ";"1699500";"2";"103 m²";"californie";"californie "
"2015";"9";" Appartement 96 m2 à Agadir Hay Dakhla ";"600000";"7";"96 m²";"hay_dakhla";"résidence Elwid "
"2015";"9";" Appartement 70 m2 à Marrakech Massira ";"500000";"3";"70 m²";"massira";"MASSIRA 3 A côté de la nouvelle mosqué "
"2015";"9";" Appartement 93 m2 à Marrakech M'Hamid ";"560000";"4";"93 m²";"m_hamid";"n11"
"2015";"9";" Appartement 84 m2 à Casablanca Californie ANNONCE DE PROFESSIONNEL ";"1386000";"2";"84 m²";"californie";"californie "
"2015";"9";" Appartement 110 m2 à Rabat Agdal ANNONCE DE PROFESSIONNEL ";"1900000";"3";"110 m²";"agdal";"agdal "
"2015";"9";" Appartement 93 m2 à Casablanca Aïn Sebaâ ";"1100000";"2";"93 m²";"ain_sebaâ";"Lotissement Halioua "
"2015";"9";" رياض الزهور ";"320000";"3";"90 m²";"zouagha";"رياض الزهور "
"2015";"9";" À Sidi Rehal prés d'OLA BLANCA appart H.S de 80m2 ANNONCE DE PROFESSIONNEL ";"544000";"4";"80 m²";"sidi_rehal";"36 rue d''agadir 1ère étage bureau n"
"2015";"9";" Appartement 320 m2 à Racine ANNONCE DE PROFESSIONNEL ";"6200000";"6";"320 m²";"racine";"- "
"2015";"9";" Appartement 74 m2 à Oujda ";"400000";"5";"74 m²";"autre_secteur";"sidi yahiya "
"2015";"9";" Appartement 64 m2 à Casablanca Aïn Chock ";"700000";"5";"64 m²";"ain_chock";"rue 221 n"
"2015";"9";" Appartement 120 m2 à Fès Agdal ";"540000";"10";"120 m²";"agdal";"Près de la gare de train "
"2015";"9";" Appartement meublé dans une résidence avec piscine ANNONCE DE PROFESSIONNEL ";"875000";"2";"75 m²";"palmeraie";"- "
"2015";"9";" Appartement 57m2 ";"420000";"4";"57 m²";"sidi_moumen";"i9amat nahda a sidimomen "
"2015";"9";" برطما 70 متر في تمارة وسط المدينة ";"600000";"4";"70 m²";"centre_ville";"حي الزرق "
"2015";"9";" Appartement 133 m2 à Meknès Hamria ";"800000";"3";"133 m²";"hamria";"Avenue des FAR"
"2015";"9";" Appartement 54 m2 à Kénitra Ouled Oujih ";"250000";"3";"54 m²";"ouled_oujih";"alliances darna mehdia "
"2015";"9";" Appartement 120 m2 à Fès ";"700000";"5";"120 m²";"autre_secteur";"rue laymoun 1 narjiss b residence el kheir "
"2015";"9";" Un appartement au complex zemmouri 3 ";"390000";"2";"70 m²";"ziatene";"zemmouri 3 "
"2015";"9";" Vente urgente d'appartement ";"370000";"2";"58 m²";"sidi_bernoussi";"Anassi "
"2015";"9";" Appartement 79 m2 à Sidi Rehal H.S pies dans l'eau ANNONCE DE PROFESSIONNEL ";"537200";"4";"79 m²";"sidi_rehal";"36 rue d''agadir 1ère étage bureau n"
"2015";"9";" Appartement 140 m2 à Casablanca Palmier ANNONCE DE PROFESSIONNEL ";"1960000";"4";"140 m²";"palmier";"- "
"2015";"9";" Appartement 91m2 à Casablanca-Derb Ghallef ANNONCE DE PROFESSIONNEL ";"1230000";"3";"91 m²";"derb_ghallef";"- "
"2015";"9";" Appartement 155 m2 à Marrakech Amerchich ";"1200000";"4";"155 m²";"amerchich";"residence DALIA II"
"2015";"9";" Appartement 47 m2 à Salé ";"220000";"2";"47 m²";"toute_la_ville";"12 rue daya el khadra hay inbiate "
"2015";"9";" Appartement 80 m2 à Rabat ANNONCE DE PROFESSIONNEL ";"800000";"3";"80 m²";"agdal";"- "
"2015";"9";" Un appartement titré al jami3 tranche 1 ";"300000";"2";"60 m²";"ziatene";"el jami3 tranche 1 "
"2015";"9";" Appartement ";"500000";"7";"74 m²";"agdal";"Rue ibn khatib "
"2015";"9";" 2 appartements unis a vendre ";"80000000";"6";"134 m²";"toute_la_ville";"8 residence Alkhair sala aljadida "
"2015";"9";" Appartement a Tanger ";"250000";"1";"47 m²";"makhoukha";"tanger "
"2015";"9";" Appartement moderne et calme ANNONCE DE PROFESSIONNEL ";"1980000";"2";"120 m²";"californie";"californie "
"2015";"9";" Appartement 103 m2 avec ascenceur ANNONCE DE PROFESSIONNEL ";"1699500";"2";"103 m²";"californie";"californie "
"2015";"9";" Appartement 69 m2 à Mohammedia ";"250000";"2";"69 m²";"autre_secteur";"Grand Casablanca- mohammedia-louizia "
"2015";"9";" Appartement 70 m2 à Casablanca Dar Bouazza ANNONCE DE PROFESSIONNEL ";"525000";"2";"70 m²";"dar_bouazza";"route azzemour dar bouazza tamariss "
"2015";"9";" Appartement 83 m2 ";"640000";"3";"83 m²";"sidi_bernoussi";"Résidence al boutant 2 immeuble 18 al qods "
"2015";"9";" Appartement 64m2 à Hay Moulay Rachid ";"490000";"3";"64 m²";"hay_moulay_rachid";"hay lfalah driss lharti "
"2015";"9";" Appartement de standing avec parking ";"520000";"3";"68 m²";"centre";"El jadida essafa "
"2015";"9";" Spacieux appartement avec piscine et acsenseur ";"250000";"2";"73 m²";"autre_secteur";"Grande casablanca"
"2015";"9";" Appartement 3 Chambres 52 m2 ";"400000";"3";"52 m²";"ain_sebaâ";"Lotissement Al Badr "
"2015";"9";" Appartement 96 m2 à Casablanca+ascenceur ANNONCE DE PROFESSIONNEL ";"1584000";"2";"96 m²";"californie";"californie "
"2015";"9";" 48m2 H.S appartement à sidi rahal paradise ANNONCE DE PROFESSIONNEL ";"326400";"4";"48 m²";"sidi_rehal";"36 rue d''agadir"
"2015";"9";" Appartement 87 m2 à californie ANNONCE DE PROFESSIONNEL ";"1435500";"2";"87 m²";"dar_bouazza";"californie "
"2015";"9";" Super appartement 90 m à Meknès ";"350000";"2";"90 m²";"autre_secteur";"kamilia "
"2015";"9";" Appartement 4 Chambres 97 m2 ";"1050000";"4";"97 m²";"hay_mohammadi";"Rce Al Mouahidine Hay Mohammadi "
"2015";"9";" Appartement 65 m2 à Casablanca Aïn Sebaâ ";"560000";"3";"65 m²";"ain_sebaâ";"Addoha 1 Ain Sebaa "
"2015";"9";" Logement moderne avec ascenseur +piscine ";"250000";"2";"70 m²";"autre_secteur";"Grande casablanca"
"2015";"9";" Duplex de très bon standing ";"870000";"5";"108 m²";"centre";"El jadida essafa "
"2015";"9";" EL HADAEQ à Mohammedia est une résidence sécurisé ";"250000";"2";"70 m²";"autre_secteur";"Grand Casablanca- mohammedia-louizia "
"2015";"9";" Appartement 100 m2 à Tanger Val Fleuri ";"740000";"4";"100 m²";"val_fleuri";"Centre Tanger _ Val Fleuri _ "
"2015";"9";" Appartement 71 m2 à Mohammedia avec piscine ";"250000";"2";"71 m²";"autre_secteur";"Grande casablanca"
"2015";"9";" Appartement 73 m2 ";"680000";"3";"73 m²";"centre_ville";"Hay ennahda 2 temara "
"2015";"9";" Appartement 149 m2 à Tanger Malabata ANNONCE DE PROFESSIONNEL ";"1491000";"2";"149 m²";"malabata";"- "
"2015";"9";" Un appartement titré al jami3 tranche 1 ";"300000";"2";"60 m²";"ziatene";"el jami3 tranche 1 "
"2015";"9";" Appartement piscine+ascenseur+parking a mohammedia ";"250000";"2";"69 m²";"autre_secteur";"Grand Casablanca- mohammedia-louizia "
"2015";"9";" Appartement ";"45000000";"4";"80 m²";"toute_la_ville";"Karia "
"2015";"9";" Studio de Haut Standing 46 m2 ANNONCE DE PROFESSIONNEL ";"667000";"2";"46 m²";"gueliz";"- "
"2015";"9";" Appartement 70 M2 ";"525000";"2";"70 m²";"dar_bouazza";"route azzemour dar bouazza tamariss "
"2015";"9";" Apt Riad Imb F Bloc C Resd.Riad Al Otores ";"2300000";"4";"128 m²";"hay_riad";"Résidence Annakil Imb F Apt 3 Riad Al Otor "
"2015";"9";" Appartement 78 m2 à Casablanca calm+piscine ";"585000";"2";"78 m²";"dar_bouazza";"route azzemour dar bouazza tamariss "
"2015";"9";" Appartement 65 m2 ";"250000";"2";"65 m²";"autre_secteur";"Grand Casablanca- mohammedia-louizia "
"2015";"9";" Bel Appartement 130 m2 à MARTIL Corniche ";"1400000";"5";"130 m²";"autre_secteur";"martil "
"2015";"9";" Appartement +piscine+parking ";"525000";"2";"70 m²";"dar_bouazza";"route azzemour dar bouazza tamariss "
"2015";"9";" Appartement 57 m2 à Tanger Makhoukha ";"300000";"3";"57 m²";"makhoukha";"route de tétouane à côté de marjane "
"2015";"9";" Appartement à Mohammedia appartement de luxe ";"250000";"2";"67 m²";"autre_secteur";"Grand Casablanca- mohammedia-louizia "
"2015";"9";" Appartement 52 m2 à Casablanca Al Fida ";"300000";"2";"52 m²";"al_fida";"derb el metre rue 4 immeuble 19 casablanca "
"2015";"9";" Appartement 97 m2 à Casablanca Dar Bouazza ";"727500";"2";"97 m²";"dar_bouazza";"route azzemour dar bouazza tamariss "
"2015";"9";" Appartement 50 m2 à Casablanca Rahma ";"250000";"3";"50 m²";"oulfa";"- "
"2015";"9";" Appartement 108 m2 à Tétouan Safir ";"600000";"3";"108 m²";"safir";"safir "
"2015";"9";" Appartement 67 m2 à Mohammedia ";"250000";"2";"67 m²";"autre_secteur";"Grande casablanca"
"2015";"9";" Appartement 73 m2 à BD IBN TACHFINE ";"720000";"2";"73 m²";"ain_borja";"bd ibn tachfine res salam ain borja "
"2015";"9";" Appartement bien fini Piscine+parking+ascenseur ";"250000";"2";"68 m²";"autre_secteur";"Grand Casablanca- mohammedia-louizia "
"2015";"9";" Des luxueux appartements entourés des espaces vert ANNONCE DE PROFESSIONNEL ";"405000";"2";"90 m²";"autre_secteur";"à 18 km de Al-Jadida prés de rendpoint MSAWAR RASO "
"2015";"9";" Appartement 65 m2 ";"250000";"2";"65 m²";"autre_secteur";"Grande casablanca"
"2015";"9";" Appartement 57 m2 à Mohammedia ";"250000";"10";"57 m²";"autre_secteur";"bab darna "
"2015";"9";" Appartement a Bd mouhamed6 ksar lbhar ";"640000";"3";"70 m²";"ben_m_sick";"bd mouhamed6 ksar lbhar sans avence "
"2015";"9";" Appartement 55 m2 à Casablanca Errahma ANNONCE DE PROFESSIONNEL ";"250000";"2";"55 m²";"errahma";"quartier errahma "
"2015";"9";" Appartement hay al manar ";"530000";"3";"90 m²";"autre_secteur";"Hay al manar "
"2015";"9";" Appartement 78 m2 à Dar Bouazza ";"585000";"2";"78 m²";"dar_bouazza";"route azzemour dar bouazza tamariss "
"2015";"9";" Appartement ";"590000";"3";"55 m²";"sidi_maarouf";"Residence jet sakane appt 3 2eme etage "
"2015";"9";" Appartement à el jadida ";"400000";"3";"55 m²";"autre_secteur";"Bd jabrane khalil jabrne résidence Al waha "
"2015";"9";" Appartement a vendre ";"240000";"4";"65 m²";"toute_la_ville";"Kamouni salé "
"2015";"9";" Appartement 130 m2 ,bd med diouri-centre ville ";"990000";"4";"130 m²";"centre_ville";"Boulevard Mohammed diouri-centre ville"
"2015";"9";" Appartement 66 m2 à Mohammedia ";"250000";"2";"66 m²";"autre_secteur";"Grand Casablanca- mohammedia-louizia "
"2015";"9";" Appartement 65m2 1er étage ";"495000";"2";"65 m²";"toute_la_ville";"Sale Tabriquet residence Annaim "
"2015";"9";" Appartement 108 m2 à Casablanca C.I.L ";"1350000";"2";"108 m²";"c_i_l";"36 rue tifnit cil "
"2015";"9";" Belle appartement à cote de sidi bouzid ";"630000";"3";"102 m²";"sidi_bouzid";"- "
"2015";"9";" Appartement 69 M2 ";"250000";"2";"69 m²";"autre_secteur";"Grand Casablanca- mohammedia-louizia "
"2015";"9";" Appartement économique avec piscine + ascenseur ";"250000";"2";"68 m²";"autre_secteur";"Grand Casablanca- mohammedia-louizia "
"2015";"9";" Appartement 102 M.S ANNONCE DE PROFESSIONNEL ";"816000";"4";"102 m²";"dar_bouazza";"36 rue d''agadir 1ère étage bureau n"
"2015";"9";" Appartement 96 m2 à El Jadida Centre ";"1100000";"3";"96 m²";"centre";"Avenue mokawama "
"2015";"9";" Appartement 66 m2 à Casablanca Aïn Chock ";"700000";"3";"66 m²";"ain_chock";"Résidences BLED EL KHEIR Hay Ousra Ain Chok "
"2015";"9";" Appartement 120 m2 à Californie ANNONCE DE PROFESSIONNEL ";"1980000";"2";"120 m²";"californie";"californie "
"2015";"9";" Appartement 71 m2 à Mohammedia El Alia ";"740000";"3";"71 m²";"el_alia";"Résidence Yasmina"
"2015";"9";" Appartement 70 M2 de rêve ";"250000";"2";"70 m²";"autre_secteur";"Grand Casablanca- mohammedia-louizia "
"2015";"9";" Appartement 65 m2 à oulfa ";"460000";"3";"65 m²";"oulfa";"Lot darssalam hay assafa oulfa "
"2015";"9";" Appartement 67 de luxeEL-HADAEQ ";"250000";"2";"67 m²";"autre_secteur";"Grand Casablanca- mohammedia-louizia "
"2015";"9";" Appartement a californie ANNONCE DE PROFESSIONNEL ";"1848000";"2";"112 m²";"californie";"californie "
"2015";"9";" Appartement 67 M2 EL HADAEQ à Mohammedia ";"250000";"2";"67 m²";"autre_secteur";"Grand Casablanca- mohammedia-louizia "
"2015";"9";" Appartement 240 m2 à ATLAS ";"1600000";"10";"240 m²";"agdal";"atlas "
"2015";"9";" Appartement 204 m2 à Rabat Hay Riad ";"3000000";"5";"204 m²";"hay_riad";"rabat hay ryad "
